Id,TextTopics,TopicPercentages
99_5155_4,128,0.4826019
99_5156_4,111,0.51015604
99_5157_4,144,0.48781252
99_5158_4,143,0.9660122
99_5159_4,137,0.3944543
99_5160_4,109,0.48418128
99_5161_4,134,0.37108684
99_5163_4,111,0.6680063
99_5164_4,97,0.30289182
99_5166_4,146,0.48823994
99_5167_4,131,0.59102243
99_5169_4,139,0.48385373
99_5170_4,111,0.66800654
99_5171_4,116,0.59058344
99_5174_4,106,0.6158568
99_5176_4,130,0.9742518
99_5178_4,115,0.43564162
99_5179_4,129,0.32945216
99_5180_4,146,0.4882397
99_5182_4,117,0.6500308
99_5183_4,120,0.61878043
99_5184_4,130,0.6969559
99_5185_4,110,0.941452
99_5186_4,106,0.7329583
99_5187_4,105,0.5886037
99_5188_4,102,0.35646614
99_5189_4,108,0.54209554
99_5190_4,127,0.8464807
99_5191_4,106,0.54666835
99_5192_4,96,0.6632604
99_5193_4,96,0.70826894
99_5194_4,111,0.32931307
99_5195_4,98,0.6209561
99_5196_4,94,0.44267973
99_5197_4,109,0.664992
99_5199_4,96,0.8921882
99_5200_4,110,0.7239174
99_5201_4,109,0.56572706
99_5202_4,96,0.5123599
99_5203_4,96,0.6023514
99_5206_4,109,0.5028515
99_5207_4,158,0.92269945
99_5208_4,143,0.7761177
99_5209_4,105,0.8408272
99_5210_4,144,0.48781183
99_5211_4,110,0.5000476
99_5213_4,143,0.7224915
99_5215_4,140,0.77312875
99_5218_4,114,0.9361785
99_5219_4,109,0.45802903
99_5220_4,126,0.33008027
99_5221_4,126,0.7177175
99_5222_4,110,0.7705275
99_5223_4,108,0.4987216
99_5224_4,108,0.6680905
99_5225_4,96,0.39565888
99_5226_4,154,0.7468898
99_5227_4,102,0.82155335
99_5228_4,138,0.7961345
99_5229_4,110,0.82937133
99_5230_4,119,0.39234573
99_5232_4,127,0.7687177
99_5233_4,109,0.49739397
99_5234_4,139,0.4838539
99_5235_4,111,0.5052067
99_5237_4,156,0.48215565
99_5240_4,146,0.65315247
99_5243_4,108,0.49521446
99_5245_4,141,0.64939487
99_5247_4,109,0.66499203
99_5248_4,109,0.5057082
99_5249_4,109,0.5057082
99_5250_4,128,0.42443052
99_5251_4,109,0.50570786
99_5252_4,95,0.39034018
99_5255_4,133,0.67692995
99_5257_4,97,0.69437754
99_5258_4,109,0.66499203
99_5259_4,109,0.664992
99_5260_4,126,0.3735434
99_5262_4,109,0.36692193
99_5263_4,140,0.8918634
99_5264_4,136,0.9845085
99_5265_4,106,0.72777283
99_5267_4,158,0.79048926
99_5268_4,109,0.5057082
99_5271_4,109,0.5057082
99_5273_4,147,0.49417925
99_5274_4,158,0.4905968
99_5275_4,140,0.79883736
99_5277_4,146,0.48823994
99_5278_4,158,0.48166335
99_5279_4,111,0.39152196
99_5280_4,157,0.78646207
99_5281_4,130,0.9324494
99_5282_4,106,0.63919115
99_5283_4,158,0.5859289
99_5284_4,109,0.3832546
99_5285_4,158,0.5682409
99_5286_4,110,0.4822943
99_5287_4,109,0.37476566
99_5288_4,96,0.7058656
99_5289_4,109,0.664992
99_5290_4,134,0.8106836
99_5291_4,113,0.7746254
99_5293_4,143,0.49037594
99_5295_4,110,0.51570296
99_5296_4,109,0.6915034
99_5297_4,138,0.764253
99_5298_4,117,0.47504145
99_5299_4,96,0.82890546
99_5300_4,111,0.31620035
99_5303_4,109,0.6649919
99_5304_4,109,0.664992
99_5305_4,155,0.48140094
99_5307_4,128,0.49108472
99_5310_4,142,0.9101786
99_5311_4,109,0.58944505
99_5313_4,96,0.3428622
99_5314_4,127,0.304816
99_5316_4,110,0.3310345
99_5317_4,139,0.48383874
99_5319_4,110,0.6731244
99_5320_4,125,0.880489
99_5321_4,111,0.375499
99_5324_4,111,0.33006167
99_5325_4,139,0.6950535
99_5326_4,105,0.4957865
99_5328_4,150,0.8801291
99_5329_4,152,0.3637237
99_5330_4,152,0.8232806
99_5331_4,109,0.49694
99_5332_4,155,0.7294658
99_5333_4,120,0.45590907
99_5334_4,101,0.51541704
99_5335_4,115,0.4561413
99_5336_4,109,0.6649889
99_5337_4,108,0.6023707
99_5339_4,108,0.56809896
99_5340_4,135,0.61898106
99_5342_4,106,0.4611364
99_5346_4,157,0.3707241
99_5347_4,94,0.52689636
99_5348_4,114,0.66114646
99_5349_4,111,0.43661788
99_5350_4,119,0.6526811
99_5353_4,109,0.48533675
99_5354_4,113,0.82207584
99_5355_4,115,0.75752103
99_5357_4,98,0.4130989
99_5358_4,96,0.8970693
99_5359_4,109,0.6649919
99_5360_4,103,0.7420359
99_5361_4,99,0.39525977
99_5362_4,109,0.60033023
99_5365_4,113,0.41386944
99_5367_4,146,0.59182864
99_5368_4,111,0.6680063
99_5369_4,109,0.48093045
99_5371_4,108,0.7083127
99_5372_4,95,0.44485146
99_5373_4,144,0.44221103
99_5374_4,95,0.8216348
99_5376_4,113,0.81213194
99_5378_4,151,0.5779603
99_5379_4,152,0.6506651
99_5380_4,132,0.49107742
99_5381_4,114,0.7791559
99_5382_4,138,0.65963775
99_5383_4,109,0.42422956
99_5384_4,152,0.8055252
99_5385_4,126,0.59731466
99_5387_4,126,0.6116341
99_5388_4,108,0.5909857
99_5389_4,110,0.8469871
99_5390_4,109,0.66499186
99_5392_4,111,0.3850787
99_5393_4,155,0.5068998
99_5394_4,106,0.7389289
99_5395_4,103,0.6081948
99_5396_4,122,0.65061986
99_5397_4,155,0.36665615
99_5398_4,102,0.36879927
99_5399_4,139,0.85211605
99_5400_4,109,0.6649919
99_5401_4,109,0.3596427
99_5403_4,154,0.9362809
99_5404_4,109,0.48977143
99_5405_4,146,0.3825511
99_5406_4,111,0.66800606
99_5408_4,146,0.6360058
99_5410_4,130,0.84738785
99_5411_4,123,0.47874686
99_5412_4,116,0.5590334
99_5413_4,132,0.5561597
99_5414_4,148,0.80800617
99_5415_4,119,0.39435408
99_5419_4,148,0.48644873
99_5420_4,109,0.42447162
99_5422_4,119,0.35871053
99_5424_4,146,0.6531526
99_5426_4,109,0.4703479
99_5427_4,156,0.7697535
99_5428_4,140,0.3712085
99_5429_4,106,0.54349434
99_5430_4,116,0.44362447
99_5431_4,105,0.5456044
99_5432_4,109,0.5792805
99_5435_4,109,0.41344994
99_5436_4,148,0.4049643
99_5437_4,104,0.7249566
99_5438_4,143,0.37170246
99_5439_4,97,0.5902103
99_5440_4,109,0.57206404
99_5441_4,140,0.77520245
99_5442_4,146,0.45167685
99_5443_4,111,0.48055282
99_5444_4,109,0.40694794
99_5445_4,105,0.49280047
99_5446_4,133,0.48266587
99_5448_4,97,0.48117498
99_5449_4,148,0.9392732
99_5450_4,151,0.8604037
