Id,TextTopics,TopicPercentages
99_4753_4,60,0.84737736
99_4754_4,59,0.48212266
99_4755_4,15,0.8920191
99_4756_4,59,0.839399
99_4757_4,38,0.48457733
99_4758_4,16,0.4830829
99_4759_4,19,0.66800654
99_4762_4,25,0.65003043
99_4764_4,41,0.49111533
99_4765_4,52,0.4877912
99_4766_4,16,0.43793195
99_4767_4,37,0.4817898
99_4768_4,15,0.48129827
99_4770_4,63,0.481395
99_4772_4,64,0.4243037
99_4776_4,42,0.7057806
99_4777_4,19,0.51015604
99_4778_4,45,0.8117485
99_4779_4,3,0.42438665
99_4780_4,59,0.8655823
99_4783_4,28,0.80973876
99_4787_4,19,0.51015604
99_4788_4,4,0.6708089
99_4789_4,16,0.64823705
99_4791_4,19,0.51015604
99_4792_4,12,0.93226534
99_4793_4,22,0.9727814
99_4795_4,14,0.8805646
99_4796_4,44,0.9021912
99_4797_4,37,0.48178786
99_4801_4,34,0.64671814
99_4802_4,20,0.940327
99_4803_4,50,0.8218738
99_4805_4,25,0.65002733
99_4806_4,51,0.656523
99_4807_4,41,0.74943143
99_4810_4,28,0.4546375
99_4811_4,19,0.51015604
99_4815_4,65,0.8421189
99_4816_4,19,0.51015604
99_4817_4,20,0.48637682
99_4818_4,41,0.48266688
99_4820_4,60,0.484568
99_4821_4,54,0.48821646
99_4823_4,3,0.48241884
99_4824_4,16,0.80618346
99_4825_4,21,0.73393935
99_4827_4,14,0.4830595
99_4828_4,66,0.7238258
99_4830_4,25,0.65003157
99_4831_4,25,0.48363626
99_4832_4,19,0.51015604
99_4840_4,19,0.30414754
99_4841_4,19,0.66800654
99_4842_4,19,0.51015604
99_4844_4,23,0.48304033
99_4845_4,19,0.51015604
99_4847_4,46,0.4822604
99_4848_4,54,0.6203316
99_4849_4,19,0.51011
99_4850_4,2,0.37582162
99_4856_4,37,0.4817835
99_4859_4,23,0.3509048
99_4860_4,25,0.6500327
99_4863_4,36,0.4826019
99_4864_4,46,0.47692758
99_4868_4,3,0.48241884
99_4870_4,56,0.59510344
99_4871_4,35,0.88021016
99_4872_4,3,0.48241884
99_4873_4,19,0.51015604
99_4876_4,15,0.64845353
99_4881_4,19,0.51015604
99_4882_4,54,0.48821655
99_4887_4,6,0.5909721
99_4888_4,16,0.49133158
99_4889_4,61,0.48260576
