Id,Subject,MainText,SubjectSpam,MainTextSpam,SpamStatus
99_6797_4,rating,jst osm really awsm app jst love diz,2,2,2
99_6798_4,rating,galaxy pocket excellent application allover,2,2,2
99_6799_4,rating,Nothing I Wanna Try This,2,2,2
99_6801_4,rating,Editing I love it,2,2,2
99_6802_4,rating,Superb Best app I had ever Seen,2,2,2
99_6803_4,rating,gud fine,2,2,2
99_6804_4,rating,Gd Nice,2,2,2
99_6805_4,rating,Done Best Photoshop I have ever used,2,2,2
99_6806_4,rating, I love it It's so easy to work with ,2,2,2
99_6807_4,rating,Excellent App Excellent App you dont need anything else,2,2,2
99_6808_4,rating,I love where are the colors of the textfonts they disappeared,2,2,2
99_6810_4,rating,I love this because it's a fun way to express yourself D ,2,2,2
99_6811_4,rating,V Good nd interesting Application for all V Interesting,2,2,2
99_6812_4,rating,Awesome Great achievement,2,2,2
99_6814_4,rating,It sucks I was trying to do something so simple and I cant figure out anything Have no idea how the other ratings are so good,2,2,2
99_6815_4,rating,PicsArt This is my favorite editing app And it's free Runs super smooth on my Galaxy III Keep up the great work Now using on my Nexus 5 still awesome ,2,2,2
99_6816_4,rating,Luv it Great,2,2,2
99_6817_4,rating, cool,2,2,2
99_6818_4,rating,Obviously it's good if I gave it 5 starts I use this app to edit all my pictures I love this app so much ,2,2,2
99_6819_4,rating,Udayani I love this app,2,2,2
99_6820_4,rating,I like it This app is so amazing,2,2,2
99_6822_4,rating,Cool ,2,2,2
99_6823_4,rating,Best app so far I love that u can edit and make it ur own that's cool,2,2,2
99_6824_4,rating,Awesome app Works perfectly for all of my pictures ,2,2,2
99_6825_4,rating,AWESOME and amazing It's so cool I LOVE it ,2,2,2
99_6826_4,rating,Must download Easy good,2,2,2
99_6827_4,rating,l love it its better then others,2,2,2
99_6828_4,rating,Awesome Lv ths app,2,2,2
99_6830_4,rating, Awesome,2,2,2
99_6832_4,rating,Satisfactory I think its better than other pics edit app Thumbs up guys,2,2,2
99_6833_4,rating,I believe pics art gives you the opportunity t adventurer It's good,2,2,2
99_6834_4,rating,luv it simple and fast but pls add more clip art and so sticker,2,2,2
99_6835_4,rating,Good N,2,2,2
99_6836_4,rating,AWESOME Great editing photo apk,2,2,2
99_6837_4,rating,Sweeeet The best picture editor I have got,2,2,2
99_6839_4,rating,A good app It's a good app but needs improvement,2,2,2
99_6840_4,rating,Its superb Amazing app,2,2,2
99_6841_4,rating,Fab Gd,2,2,2
99_6842_4,rating,Good apps Ok,2,2,2
99_6843_4,rating,So freaking awsom Best app i aver had,2,2,2
99_6844_4,rating,Wawwww Nice,2,2,2
99_6845_4,rating,Good Amazing,2,2,2
99_6846_4,rating,Exclusive Awesome app experience,2,2,2
99_6847_4,rating,i think best gud,2,2,2
99_6848_4,rating,Supern Suppppppppppppper,2,2,2
99_6849_4,rating,Ok laa Ok laaa,2,2,2
99_6851_4,rating,Excellent work The best App in category by far You can do almost everything Congratulations Devs,2,2,2
99_6852_4,rating,Amazing Nice,2,2,2
99_6853_4,rating,Ganesh lg p350 Great app,2,2,2
99_6854_4,rating,Wonderful Just like original Really Greatest experiencedday by day excellent,2,2,2
99_6855_4,rating,Maricela loves I like this app Love mah bad,2,2,2
99_6856_4,rating,Fantastic Good programme,2,2,2
99_6857_4,rating,Best gr8 Like it nice good job plz add more frame for free pack,2,2,2
99_6858_4,rating,love It I Love This App,2,2,2
99_6859_4,rating,Good job Good app,2,2,2
99_6860_4,rating,Wow Factor Initially I did not set my eyes on this wonderful app however the other day I tried my hand at this app by chance to juggle and the experience was amazing I am now addicted to your app Keep improving and keep on improving Bravo,2,2,2
99_6861_4,rating,Amazing One of the best photo editor loved it 3,2,2,2
99_6862_4,rating,Excellent Good aap for nice creativity m using always for my good photos,2,2,2
99_6863_4,rating,Excellent Its nice easy to use,2,2,2
99_6864_4,rating,Awesome Simply superb good wok,2,2,2
99_6865_4,rating,Hmm Nice app,2,2,2
99_6866_4,rating,Best one yet Love this app Haven't found one better and I've looked ,2,2,2
99_6867_4,rating,My favourite This is the best photo app ,2,2,2
99_6868_4,rating,Excellent Loved,2,2,2
99_6869_4,rating,Jude Its gd app,2,2,2
99_6870_4,rating,4 not bad,2,2,2
99_6871_4,rating,I love this Very good game,2,2,2
99_6872_4,rating,very good i love mariah carey,2,2,2
99_6873_4,rating,Awesome Best photo editior i ever use,2,2,2
99_6874_4,rating,Awesome Its totally worth downloading it,2,2,2
99_6875_4,rating,sick app i jst luv this app,2,2,2
99_6876_4,rating,Nice app Worth downloading,2,2,2
99_6877_4,rating,143 Wow nice sachin,2,2,2
99_6878_4,rating,Photoshop Ok,2,2,2
99_6879_4,rating,Good Exllent,2,2,2
99_6880_4,rating,Top Nice,2,2,2
99_6881_4,rating,Exelente Thanks again,2,2,2
99_6882_4,rating,Awesome Nice appl 4 every one ,2,2,2
99_6883_4,rating,Fun and creative Easy to use fun makes any picture cute and creative,2,2,2
99_6884_4,rating,love this app Its my fave ,2,2,2
99_6885_4,rating,Amazing Its just amazing u can do different thing with the pictures But it wont let u go on to it ,2,2,2
99_6886_4,rating,Good Wow,2,2,2
99_6887_4,rating,Great app I love this app ,2,2,2
99_6888_4,rating,Great Love it The best do far,2,2,2
99_6889_4,rating, It's great,2,2,2
99_6890_4,rating,Am thankful very good Very good,2,2,2
99_6891_4,rating,Awesome Loved it,2,2,2
99_6892_4,rating,GOOD It is a good softer I love the picart i must wel come the gertst the power ful in i apsulutle it very very beut soft and become some i like then,2,2,2
99_6893_4,rating,i love it this app lets you create beautiful pictures,2,2,2
99_6894_4,rating,I love this app ,2,2,2
99_6895_4,rating,Great until,2,2,2
99_6896_4,rating,It is for everyone who like pics It is the perfect way to make some perfect pictures it has much feathers everything you need to edit pics ,2,2,2
99_6897_4,rating,Fine app Look good Much impresive and high perfomance with generic android old version ,2,2,2
99_6898_4,rating,Great app can have good editing Great app gud editor ,2,2,2
99_6900_4,rating,Goood No good,2,2,2
99_6901_4,rating,Its good It s a nice app,2,2,2
99_6902_4,rating,Awsome App I m using this app from 15 years and I haven't seen any other app which compete its performance Keep uptading Love this app 5 stars from my side,2,2,2
99_6903_4,rating,Ikililu Good,2,2,2
99_6904_4,rating,nice job terbaik,2,2,2
99_6905_4,rating,Pravu Exlent,2,2,2
99_6906_4,rating,Awesome app I never saw a app like this beforegood work,2,2,2
99_6908_4,rating,I love this app but my opinion is to add some more clear tracing image and coloring bottle in draw menu so that i can make comics like a photoshop,2,2,2
99_6909_4,rating,Well done Best ever photo editor ever Xx,2,2,2
99_6910_4,rating,I like this aaps Baptu dey,2,2,2
99_6911_4,rating,Its awesome Its really nice ,2,2,2
99_6912_4,rating,Galaxy note 3 Just awsum best one the store,2,2,2
99_6913_4,rating,Great Love it ,2,2,2
99_6914_4,rating,Diamond I love Yhu,2,2,2
99_6915_4,rating,masha allah it's very nyc,2,2,2
99_6916_4,rating,I love dis app Awesome,2,2,2
99_6917_4,rating,Awesome Love love love this app ,2,2,2
99_6918_4,rating,Love it I love this App I us it all the time ,2,2,2
99_6920_4,rating,Nice and Awesome I really love this appits easy to use and yet the result is goodthanks for the cool app ,2,2,2
99_6921_4,rating,ABSOLUTE BEST This app is awesome I've edited some really cool pictures And everyone loves them Definitely download this app I wish I could rate it better then 5 stars ,2,2,2
99_6922_4,rating,I love it It is one of the best apps I have downloaded ever 3 D,2,2,2
99_6924_4,rating,THIS THING IS A BEAST This app is like Photoshop CS5 or CS6 but for for your phone Can't believe how weak the PS app is But this thing here rocks ,2,2,2
99_6925_4,rating,Great Great free app Does everything I need it to do for pictures I've taken on my phone,2,2,2
99_6926_4,rating,Grt app Love it,2,2,2
99_6930_4,rating,Gr8 app Just gr8,2,2,2
99_6931_4,rating,DeeH'Lerh Very very much good,2,2,2
99_6932_4,rating,100 Excellent application ever,2,2,2
99_6933_4,rating,Aakaash Nehra It let us do everything love it ,2,2,2
99_6934_4,rating,Nice Would be better,2,2,2
99_6935_4,rating,EXCELLENT APP Simple and good app,2,2,2
99_6936_4,rating,Fav fav FAVORITE My 1 app choice I don't even use it for photos tho I use picsart for my icon designer and believe it or not nothing else Thank u to the picsart team u guys ROCK,2,2,2
99_6937_4,rating,Cool app Awsome app works fantastic just love it Wow,2,2,2
99_6938_4,rating,Cool app Loved it,2,2,2
99_6939_4,rating,I give 5 stars Because was exelent,2,2,2
99_6940_4,rating,VERY NICE it is a WSM app by using dis app every1 has bcom a good artist,2,2,2
99_6941_4,rating,Symphony W90 It is a nice application,2,2,2
99_6942_4,rating,The best application hands down There isn't any other drawing software as complete and professional as this one for a cell phone or tablet I've pushed and compared to other professional apps including Adobe This app continues to blow the others away,2,2,2
99_6943_4,rating,Gud Ousume,2,2,2
99_6945_4,rating,Very easy to use Just downloaded the app so far I like it Very easy to navigate and easy to use Love it ,2,2,2
99_6946_4,rating,Really creative Awesome ,2,2,2
99_6947_4,rating,Amazing Really awesome app ,2,2,2
99_6948_4,rating,Fantastica ,2,2,2
99_6949_4,rating,Luv it Best free picture app out ,2,2,2
99_6950_4,rating,Wow Amazing app So nice So creative Lastly perfect to me ,2,2,2
99_6951_4,rating,Very nice Zakas,2,2,2
99_6952_4,rating,Not gud app ,2,2,2
99_6953_4,rating,Worst Worst dam app do not download it sucks,2,2,2
99_6954_4,rating,Interesting Not good enough but it can be improved,2,2,2
99_6955_4,rating,Awesome Nyc app 3,2,2,2
99_6956_4,rating,Its very good everybody download it Very cool,2,2,2
99_6957_4,rating,Great app Love it,2,2,2
99_6958_4,rating,Good This makes beautiful pics,2,2,2
99_6959_4,rating,Love Picsart Its my favorite app,2,2,2
99_6960_4,rating,Aliffia I like this,2,2,2
99_6961_4,rating,great good,2,2,2
99_6962_4,rating,Excellent I like this program very well Thanks,2,2,2
99_6963_4,rating,Awesome Awesome ,2,2,2
99_6964_4,rating,New to me Have not tried it yet,2,2,2
99_6965_4,rating,galaxy ace love this app,2,2,2
99_6966_4,rating,Nice Extremely nice,2,2,2
99_6967_4,rating,Best app ,2,2,2
99_6968_4,rating,Its awesome Cool app to photo edit,2,2,2
99_6969_4,rating,Wonderful I simply love this app,2,2,2
99_6970_4,rating,Mast app Itz really nice app,2,2,2
99_6971_4,rating,Pretty cool Luv it,2,2,2
99_6972_4,rating,Jones Very Nice,2,2,2
99_6973_4,rating,Awesome app Love this,2,2,2
99_6974_4,rating,Awesome Picsart Is The Best Editing Photo App,2,2,2
99_6975_4,rating,M M,2,2,2
99_6976_4,rating,Lol Good,2,2,2
99_6977_4,rating,Its so nice To have pic art App in ur phone it will gives u happiness everytime u use this App,2,2,2
99_6978_4,rating,Wonderful I love this app,2,2,2
99_6979_4,rating,App Seems cool,2,2,2
99_6980_4,rating,Love IloveIt,2,2,2
99_6981_4,rating,Works Excellent I love it,2,2,2
99_6982_4,rating,Great App Love this App You guys did a great job ,2,2,2
99_6983_4,rating,Always good I've had this app the last 3 phones I've had Never disappoints,2,2,2
99_6984_4,rating,Yha Yha,2,2,2
99_6985_4,rating,Awsome Nice i love it,2,2,2
99_6986_4,rating,HTC one s Good,2,2,2
99_6987_4,rating,I love it It is working great for me ,2,2,2
99_6988_4,rating,Great app I love this app so much 3,2,2,2
99_6989_4,rating,Vvv perfect Outstanding loving app all inoxxent persons use this also,2,2,2
99_6990_4,rating,Sabeeh Super,2,2,2
99_6991_4,rating,Good Good And easy for editing photo,2,2,2
99_6992_4,rating,Super app Awsome,2,2,2
99_6993_4,rating,Amazing Tnx for creating this app ,2,2,2
99_6994_4,rating,Such a Amazing Apps Superb apps,2,2,2
99_6995_4,rating,very good love it so bad ,2,2,2
99_6996_4,rating,Great I love picsart,2,2,2
99_6998_4,rating,Superb Excellent app to boost our creativity,2,2,2
99_6999_4,rating,Good and wood Super app,2,2,2
99_7000_4,rating,Cool Best Love it,2,2,2
99_7001_4,rating,Good app Good app,2,2,2
99_7002_4,rating,Samsung galaxy note3 It's the best pic editor forAndroid,2,2,2
99_7003_4,rating,Nice apps This is very nice app for those who really likes to edit photos,2,2,2
99_7004_4,rating,Best art game I love art and craft very much,2,2,2
99_7005_4,rating,Great Photoshop I like it alot especially for small touch ups and facebook ,2,2,2
99_7006_4,rating,waw so guD pixlr express on demand,2,2,2
99_7007_4,rating,Very well Works excellent thank you ,2,2,2
99_7008_4,rating,Awesome Great app Great contents Excelente para edici n ,2,2,2
99_7009_4,rating,Editing pics Superb ty,2,2,2
99_7010_4,rating,Love it It's amazing,2,2,2
99_7011_4,rating,awesme wrk this app is a nce wrk its best photo editng app still u can improve a bit bt other wise great job desreves 5 star,2,2,2
99_7012_4,rating,Sooooooooooooooooooooooooooooo Nice supper photo editing wow,2,2,2
99_7013_4,rating,Wow One of the best app i came across loved it,2,2,2
99_7015_4,rating,Wow It's cool apps,2,2,2
99_7016_4,rating, Love it ,2,2,2
99_7017_4,rating,I Love It Awesome ,2,2,2
99_7018_4,rating,good bkvi,2,2,2
99_7020_4,rating,Awesom Nice program it made my pics nicier ,2,2,2
99_7021_4,rating,omg omg it's awesome I luv it 3,2,2,2
99_7022_4,rating,goooood excellent,2,2,2
99_7023_4,rating,Soooooo Amazing Yaar I LoVe It,2,2,2
99_7024_4,rating,Cool Awese Stuff,2,2,2
99_7025_4,rating,awsome perfect,2,2,2
99_7026_4,rating,Awesome A must have app,2,2,2
99_7027_4,rating,Excellent This is The best app ever made,2,2,2
99_7028_4,rating,Waw This app is great compared to others,2,2,2
99_7029_4,rating,amazing app great app to new genration,2,2,2
99_7030_4,rating,Canvas 2 Just superb Widout dis app the phone is incomplete A must download,2,2,2
99_7031_4,rating,I love this app Lovely,2,2,2
99_7032_4,rating,Its cool Its awesome,2,2,2
99_7033_4,rating,Marvelous Good app,2,2,2
99_7168_5,I wish ,It would pull the contacts I have on facebook but not on my phone and put them on my phone ,2,2,2
99_7169_5,I Need Backups or Dropbox Back,I've had this app for about a year I love it but can you bring back backups or dropbox so I can transfer files to my laptop Please do this,2,2,2
99_7170_5,Okay for chains no good otherwise,Great idea for an app and works okay for gas and chain restaurants but that is literally all you will find No grocery stores cafes or anything that is not fast food or large chains No coffee shops other than Starbucks and no foreign foods and definitely nothing remotely healthy Also lacking an option for submissions I was excited at the possibilities for this app but the reality is much more disappointing ,2,2,2
99_7172_5,Not bad,I just wish it would notify me if I go below a certain dollar amount,2,2,2
99_7173_5,Oh well ,They should add the function to buy Starbucks gift cards via iTunes store I wonder if they'll add that when iOS6 comes in with passbook ,2,2,2
99_7174_5,Please integrate with WW Kitchen,I also like WW Kitchen and often add my own recipes It would be great if the two apps were integrated so if I added a recipe in WW Kitchen I could pull it up in WW Mobile ,2,2,2
99_7175_5,Needs,They should add the photo editting option Then this app would be perfect ,2,2,2
99_7177_5,Multitasking ,It's almost 2011 Where is the multitasking ,2,2,2
99_7179_5,Convenient App,Great App Useful and easy to use ,2,2,2
99_7181_5,Good but still needs some extra options,It's very convenient to use however not being able to switch between accounts without un linking the phone would be great Also an improvement in the media player would also help,2,2,2
99_7185_5,Great,I just wish you could edit your word documents other than that it's great ,2,2,2
99_7186_5,Very usefull app,Thank's for app but can you add offline mod for exmple i want save one video in my iphone and after that play it with VLC,2,2,2
99_7188_5,Important,If we could create docs inside the app that would be great,2,2,2
99_7189_5,No Gallery,Still no gallery in Camera Upload mode ,2,2,2
99_7190_5,Video,Its amazing The only thing to make it better is to have the ability or export videos to your camara roll,2,2,2
99_7192_5,Downloading ,It's super easy to copy pictures to clipboard or even save them to your phone but why can't I download my videos ,2,2,2
99_7194_5,Larger photos,Please include the option to view thumbnail larger while viewing in the photo folder,2,2,2
99_7195_5,Print,Would love to be able to print right from the app instead of having to go through the browser or open it in another app Otherwise very convenient,2,2,2
99_7197_5,Bookmarks and Highlights,I love this app but I do wish I could highlight words in PDFs and create bookmarks Would this be possible at some piont ,2,2,2
99_7198_5,Pretty good app but , Why can't I sign into separate Drop Box accounts ,2,2,2
99_7199_5,That's Great,You should put the folders first And then the files I would put a folder as favorite thus putting all the files inside this as favorite too,2,2,2
99_7200_5,Love but,Can we get push notifications for other things being shared besides just folders My bf is a photographer he often sticks photos in our shared folder would like a notification when things arrive I do have them turned on but never get them ,2,2,2
99_7202_5,Needs GIF support ,Please add support for animated GIFs ,2,2,2
99_7207_5,Evernote,This is a very useful and helpful app In my opinion the only thing it's missing is video handling You can add pictures and audio to your notes and I think you should be able to add videos too,2,2,2
99_7209_5,Now my main note program,This has become my main notes program Wish I could do handwriting on it Love how can I can put outlook emails in it Using more than my other note apps in the iPad,2,2,2
99_7210_5,Great organizer,This is really a great app an tool to manage multiple projects and scattered notes I just wish that there was a calendar integration and sub folders within stacks Also in Evernote hello there is no categorizing But make no mistake I swear by this program,2,2,2
99_7211_5,Amazing ,Thanks Evernote for a great app I use it DAILY to keep my gluten free dairy free recipes organized A tip Please allow me to search ALL my notebooks helpful to locate an ingredient rather than searching within each notebook individually Also I would love to pay a flat fee to be able to access my notes offline Thanks,2,2,2
99_7214_5,Great App,I tend to provide reviews on the fly and my only wish is that I could edit them through the app I also wished that there was a way to respond to replies One hotel accurately described itself on TripAdvisor but was misleading on its website but I can't point this out,2,2,2
99_7215_5,Great App wsearching for hotels,This app has been very helpful on my honeymoon search It would be nice to be able to enlarge the photos though Other than that it's perfect,2,2,2
99_7216_5,Needs Offline Functionality,Great app beautiful layout But I wish saved items could be viewed offline ,2,2,2
99_7217_5,Why force landscape ,Still landscape only So weird Every other app has the ability to go either direction Too bad,2,2,2
99_7218_5,I agree with 4,They need to show B B small inns,2,2,2
99_7230_5,Edited photos not uploaded,Dropbox is a great service However when I use the camera upload option in iOS 7 it only uploads the original photo and not the edited one Otherwise I'd rate dropbox as 5 stars,2,2,2
99_7234_5,Sharing,I can't share folders That was the only reason I made a Dropbox in the first place Ugh,2,2,2
99_7235_5,Voicememo,How to add voice memo from the iPhone ,2,2,2
99_7239_5,Dropbox desktop GREAT Device App NOT,When I put things into my dropbox folder on my desktop I can find files by date modified by name etc The app has an incomprehensible and un modifyable sorting function It's almost impossible to find files within the app Once you find them on your phone I believe you can 'favorite' them But the challenge is to find them,2,2,2
99_7243_5,FILTERING A HOTEL SEARCHA FLAW,It is impossible to refine a hotel search for specific criteria beyond location price and quality Those are well done and quality reviews and coverage are the reasons we use TA Especially during peak seasonal flows many of us travel with pets We have a terrible time finding clean reliable hotels Most sites for pet travel are woefully inadequate How hard would it be to include this as an additional search filter That would bring in helpful reviews that would not only enhance the site experience but also improve the field,2,2,2
99_7260_4,Beautiful but no landscape ,Very useful But it is difficult sometimes trying to type an essay without landscape mode It is ridiculous how a word processing app doesnt let u type landscape ,2,2,2
99_7265_4,Mr David,App works fine for basic bank accounts ,2,2,2
99_7266_4,Good time killer,Good to pass time,2,2,2
99_7267_4,Fun free game ,Harder than I thought it would be fun and neat ,2,2,2
99_7269_4,Great app,I love having all my photos backed up automatically and not having to keep them on my phone,2,2,2
99_7270_4,Reliable Period,Have been using Google Drive for a few months paid account the desktop app was totally unreliable and failed to sync just too often So came back to Dropbox always syncing smartly and reliably A bit pricey though almost twice as expensive as competitions if you want the extra space,2,2,2
99_7272_4,File sharing with ease,That moment I figured out I could transfer photos from my iPhone to laptop faster via dropbox than plugging my phone into the USB port,2,2,2
99_7274_4,Access 247,Convenient No more lugging the laptop or losing a thumb drive My files are accessible anytime anyone from any of my devices or another's With three full time students in the house the affordable upgrade holds docs data music and more Lots of room available More convenient and more affordable than an external drive,2,2,2
99_7276_4,Excellent,I love the new design for iOS 7,2,2,2
99_7277_4,Looking good,New interface is great,2,2,2
99_7279_4,Good app,Works well especially for saving files for offline use,2,2,2
99_7280_4,One of the finest apps I have seen,Simple to use And the voice recognition is great ,2,2,2
99_7281_4,So good and will keep getting better,My wife and I share a 100GB account and it's amazing So many things Automatic photovideo upload iPhoto import works with the Mailbox app shared folders photo aggregation on the website and mobile the ability to store files only on the cloud saves space on my Mac from old files and the obvious things like having everything backed up in real time and accessibility of my files from anywhere I could do without it anymore Remember when we just had computers and hoped they didn't break and lose all our files One suggestion if I have automatic photo upload on and download a photo to my phone's camera roll say for TBT don't automatically re upload it to Camera Imports It's already in Dropbox silly And yes obviously if I use Instagram or some other photo sharing software to doctor it I know it's a different photo and will therefore upload,2,2,2
99_7284_4,Love the program,Not sure how I lived without it Best way I know to keep all my important files in one place so I can access them from anywhere on any device ,2,2,2
99_7287_4,The only cloud app that works,I've tried Google Drive Box Skydrive but none of them could upload a 20 minute video I took Dropbox was the only one that accepted my file,2,2,2
99_7289_4,Awesome,Dropbox works great I can access files anywhere Highly recommend,2,2,2
99_7290_4,Easy to use,Simple just what I needed to make transferring certain photos from phone to computer and vice versa simple Thanks ,2,2,2
99_7292_4,Good,Very convenient for moving files without connecting to a computer ,2,2,2
99_7294_4,Excellent,It's a really good cloud app but what makes it stand out is the new pdf viewer Now I can read huge files on the iPad You can't do that on Google Drive's app,2,2,2
99_7297_4,Wow,The new PDF reader is AWESOME ,2,2,2
99_7300_4,15 min streaming limit,I gotta say overall I like this app although the logic behind the 15 min cap on streaming alludes me I thought they may have imposed it to reduce bandwidth but with the limit it actually increases bandwidth The reason is because I start downloading the whole file then start streaming it Once the 15 min is up I then switch to the downloaded file To me this uses more data Why can't I just stream the whole thing Overall though I like everything else about this app,2,2,2
99_7301_4,Good app,Nice and smooth photo streaming from device to device,2,2,2
99_7302_4,SIX stars,Honestly it took me some time to get used to using this application web clipping photo notes sharing etc but now I find this app to be the 'deal killer' the one thing that MUST be on every device The note scanning is so powerful it can read my scribbles take notes in a meeting take pics in evernote throw them out We are now exploring the business application sky's the limit,2,2,2
99_7304_4,Why not be more generous ,Good app for noting but too expensive to use it for poor students 60mb is not enoughcould you make it more plz ,2,2,2
99_7305_4,Would benefit trying again,Green interface doesn't look or feel good Nor is it more useful Maximizing space to type in should be the goal however it doesn't feel like it The app still works It's clunky and advertising too much It probably isn't even an issue they may have rolled out the advertisements at the wrong time,2,2,2
99_7306_4,Enjoyed it,I started to use evernote since high school but didn't feel that useful Now i am a college student I use evernote in every life I love the highlight section but wish there is more color than yellow Moreover I enjoy the website version as well It is organized and sophistic Thank you for providing this application It is so convenience,2,2,2
99_7310_4,Good for Me,I like the concept and automation using the subject line,2,2,2
99_7312_4,Brilliant Service Awful design,I've been using Evernote since 2005 when I was in college It's a wonderful service and up until the iOS7 redesign the apps have always worked great But the design of this app is terrible It's jumbled confusing and lots of advertising for their service add ons and 'news' get in the way of core functionality Please redesign the app Again,2,2,2
99_7314_4,Pure Awesome,The only reason I moved to iOS7 was to get the newest version of Evernote Let me say I have no idea what everyone is complaining about Super easy to add notes still No sync issues Handy announcements from Evernote The card view is still there you just have to gasp look for a sec If you are having issues contact support before blasting the app And take a deep breath folks Life isn't that bad,2,2,2
99_7317_4,v7 does not sync,My Mac OS X version is working fine but the app does not upload my data until I soft reset the phone Useless iOS 7 iPhone 5,2,2,2
99_7321_4,Great for paper clutter,I am using this to reduce paper clutter in my house So far so good Notes from the kids' school and organizations get photographed and organized in one notebook Notes for parties in another Ideas for the house are organized too including pictures from home and garden magazines Love it so far I am a little worried however that I need access to the Internet for it Not sure if this will work then,2,2,2
99_7322_4,Lost Everything ,I loved Evernotesthat is Until I download iOS7 With their new and improved look they also did away with everything you ever had saved They did however manage to maintain the notebook namesunfortunately all of the notes within those notebooks were erased I used this app for work and personal businessall files gone Be sure to only use this app for unimportant notes Very disappointed ,2,2,2
99_7325_4,great app for projects recipes,Easy camera function allows for adding recipes right to notebook Separate notebooks make keeping all pieces of a project together regardless of media Used it for remodeling projects and it's where I keep my collection of recipes regardless of initial source Have used it for about a year and unlike other apps I'm still using it,2,2,2
99_7326_4,Fabulous ,Absolutely love this app Found out about it from a fellow Southwestair flyer Use it all the time for 'must saves' from twitter the internet Easy to use with folders tags Can keep all of my daily notes thoughts close at hand,2,2,2
99_7327_4,Just gets better with use,The more I use Evernote the more ways I find to use it Love the excellent and consistent multi platform experience and sync,2,2,2
99_7328_4,Great,Syncs great with desktop Allowing me to keep my thoughts organized and accessible,2,2,2
99_7329_4,Vital in digital age,Keeps track of any and everything and just keeps getting better Whether it is a document or a picture it can be captured ether by email or snapping a photo and you then have it forever Retrieving it is simple by tags or searching It just makes life simpler,2,2,2
99_7330_4,Surprised to be using it so much,After I downloaded this it just sat on my desktop for a million years Then I got the bright idea of taking a screen snapshot of an Expedia itinerary Wow Suddenly I am off and running saving and accessing info on everything from learning disabilities to salad dressings I would like it better if there were multi layer nesting available for the notebooks but it is pretty cool Btw I use the skitch add on for editing reformatting bold print etc It's great,2,2,2
99_7332_4,good for what I need,Probably the beat all around note taking app good for pretty much everything,2,2,2
99_7333_4,It just works Great,A wonderful substitute for loss of brain function in middle age It remembers everything for me across platforms ,2,2,2
99_7334_4,This app is a complete waste,Not worth your time unless you like to be disappointed,2,2,2
99_7337_4,Evernote,I love Evernote and feel so organized now I like being able to take pictures and use it often for business cards I have recommended to friends I can't live without my Evernote,2,2,2
99_7338_4,Bee useful and powerful,I love this ap use it on the go but also to store travel info to easily access Also like web integration,2,2,2
99_7340_4,Fantastic app,I love to write Inspiration for words can come at the drop of a hat which why I absolutely love this app I have the ability to record thoughts at my finger tips by having the app on my phone then can go back and work on the same pieces on my computer later at home The instant syncing between computer and phone is fantastic It's perfect for writing recipes or absolutely anything really Very satisfied ,2,2,2
99_7341_4,Great organizing tool,I use it to keep track of recipes make notes on hobbies keep up with maintenance tasks,2,2,2
99_7343_4, 450 is too much,It's a lot of money for what a mounts to a great sorting system for notes if you're a flake like me Looking back I should just have kept those little slips of paper in my pocket,2,2,2
99_7349_4,Replaces a dozen three ring binders,I've been using this for just over 6 weeks and have eliminated all paper notes Even when I find myself at a meeting without a laptop or iPad my paper notes easily get loaded in simply by snapping a photo Additionally classifying a note by notebook and adding tags makes it easy to organize among a couple different dimensions for easy retrieval at a later date,2,2,2
99_7351_4,Great tool ,Have been using Evernote forfiver a year now very easy to use program love the syncing with my desktop phone iPad etc,2,2,2
99_7353_4,Good stuff,Simple easy to use note taking app Sometimes not all notes are available when not on wireless network,2,2,2
99_7355_4,Great app ,Syncs well and wonderful for projects at work and home,2,2,2
99_7356_4,Great tool for my notes,I love the fact that Evernote allows me to sync my notes between each of my devices and computers I use it everyday to keep everything right in front of me I wish the interface a bit different Maybe the option of colored notes ,2,2,2
99_7358_4,Must Have Stores Everything,Ok what don't I use Evernote for Nothing I use for everything Storing contacts business cards my son's artwork recipes food journals workout logs useful documents receipts magazine clippings In this new version I can finally edit notebooks on my phone I'm 99 mobile I love that you can access your notes from anywhere My husband has the Evernote pen an takes notes during his meetings He looses his notebooks but the pen syncs with Evernote and all his handwritten notes are there Super cool I also use Evernote Food App which syncs with Evernote Awesome ,2,2,2
99_7361_4,Terrific resource ,I love Evernote The convenience of saving web info documents from airline itineraries to e tickets to office documents to photos etc on my IPad or my computer is wonderful The fact it works on pc platforms is a real bonus Put the info on one device and you have it on all your devices Thank you developers ,2,2,2
99_7362_4,I ABSOLUTELY LOVE IT ,ITS ONE OF MY FAVORITE AND MOST USED APPS ON MY IPOD I USE IT TO WRITE JOURNAL ENTRIES TAKE NOTES AT CHURCH JOB MEETINGS ETC ONE OF IF NOT THE BEST NOTETAKING APPS EVER HANDS DOWN And believe me I've tried a lot of them ,2,2,2
99_7363_4,Very good app,There is always room for improvement but this app has replaced no less than 3 other apps and now with reminders it is my go to application for pretty much anything task or project related,2,2,2
99_7365_4,Fantastic ,I'm a writer and so I was always constantly using the original notes app that comes with apple products But it strangely deleted all my notes twice So I decided I needed something better I went through many different note taking apps but none sufficed Then I found Evernote and was so pleased Thank you guys so much You make note taking fun and easy ,2,2,2
99_7366_4,Very Good App,This is a great app for organizing notes recipes etc across devices I use it both at home and work I will enter info on my iphone ipad or on my PC,2,2,2
